location	month	lot_num	artist	born_death	title	estimated_price	sold_price	sold_price_usd	image_url	image_path	description	artist_signature	medium	height_cm	length_cm	year_printed	provenance
London	28February2018	401	Suzanne Valadon	1865-1938	"Nu assis sur un canapé
"	GBP 25,000 - GBP 35,000	GBP 75000	103732	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0401_000(suzanne_valadon_nu_assis_sur_un_canape).jpg	./resources/28February2018/Lot401.jpg	"['<span id=""main_center_0_lblLotDescription"">Suzanne Valadon (1865-1938)', '\nNu assis sur un canapé', ""\nsigned and dated 'Suzanne Valadon 1916' (lower right)"", '\noil on canvas', '\n32 x 23 3/4 in. (81.4 x 60.4 cm.)', '\nPainted in 1916', '\n</span>']"	signed and dated 'Suzanne Valadon 1916' (lower right)	oil on canvas	81.4	60.4	Painted in 1916	Jonas Netter, Paris, and thence by descent to the present owner.
London	28February2018	402	Celso Lagar	1891-1966	"Femme nue couchée tenant ses cheveux
"	GBP 12,000 - GBP 18,000	GBP 10625	14695	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0402_000(celso_lagar_femme_nue_couchee_tenant_ses_cheveux).jpg	./resources/28February2018/Lot402.jpg	"['<span id=""main_center_0_lblLotDescription"">Celso Lagar (1891-1966)', '\nFemme nue couchée tenant ses cheveux', ""\nsigned 'Lagar' (lower right)"", '\noil on canvas', '\n28 3/4 x 39 3/8 in. (73 x 100 cm.)', '\n</span>']"	signed 'Lagar' (lower right)	oil on canvas	73.0	100.0		Jonas Netter, by whom acquired directly from the artist, and thence by descent to the present owner.
London	28February2018	405	Chaïm Soutine	1893-1943	"Maisons au bord de mer
"	GBP 200,000 - GBP 300,000	GBP 224750	310851	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0405_000(chaim_soutine_maisons_au_bord_de_mer).jpg	./resources/28February2018/Lot405.jpg	"['<span id=""main_center_0_lblLotDescription"">Chaïm Soutine (1893-1943)', '\nMaisons au bord de mer', ""\nsigned 'Soutine' (lower left)"", '\noil on canvas', '\n26 1/2 x 21 1/4 in. (67.4 x 53.8 cm.)', '\nPainted <i>circa</i> 1918', '\n</span>']"	signed 'Soutine' (lower left)	oil on canvas	67.4	53.8	Painted <i>circa</i> 1918	Jonas Netter, Paris, by circa 1925, and thence by descent to the present owner.
London	28February2018	406	André Derain	1880-1954	"Portrait d'Alice Derain
"	GBP 2,000 - GBP 3,000	GBP 3000	4149	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0406_000(andre_derain_portrait_dalice_derain).jpg	./resources/28February2018/Lot406.jpg	"['<span id=""main_center_0_lblLotDescription"">André Derain (1880-1954)', ""\nPortrait d'Alice Derain"", ""\nsigned 'aDerain' (lower right)"", '\npastel on paper', '\n17 1/8 x 15 1/8 in. (43.5 x 38.5 cm.)', '\nPainted <i>circa </i>1925', '\n</span>']"	signed 'aDerain' (lower right)	pastel on paper	43.5	38.5	Painted <i>circa </i>1925	Jonas Netter, by whom acquired directly from the artist, and thence by descent to the present owner.
London	28February2018	407	Eugène Ebiche	1896-1987	"Paysage de Provence
"	GBP 6,000 - GBP 8,000	GBP 6000	8298	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0407_000(eugene_ebiche_paysage_de_provence).jpg	./resources/28February2018/Lot407.jpg	"['<span id=""main_center_0_lblLotDescription"">Eugène Ebiche (1896-1987)', '\nPaysage de Provence', ""\nsigned 'Ebiche' (lower left)"", '\noil on canvas', '\n21 3/8 x 25 5/8 in. (54.3 x 65 cm.)', '\n</span>']"	signed 'Ebiche' (lower left)	oil on canvas	54.3	65.0		Jonas Netter, by whom acquired directly from the artist, and thence by descent to the present owner.
London	28February2018	409	Maurice de Vlaminck	1876-1958	"Les meules près de la chaumière
"	GBP 40,000 - GBP 60,000	GBP 81250	112376	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0409_000(maurice_de_vlaminck_les_meules_pres_de_la_chaumiere).jpg	./resources/28February2018/Lot409.jpg	"['<span id=""main_center_0_lblLotDescription"">Maurice de Vlaminck (1876-1958)', '\nLes meules près de la chaumière', ""\nsigned 'Vlaminck' (lower left)"", '\noil on canvas', '\n23 1/2 x 28 3/4 in. (59.7 x 73 cm.)', '\n</span>']"	signed 'Vlaminck' (lower left)	oil on canvas	59.7	73.0		"D. Paris.
Anonymous sale, Phillips, London, 4 April 1990, lot 18.
Private collection, Japan."
London	28February2018	410	Maurice de Vlaminck	1876-1958	"La barque de pêche
"	GBP 60,000 - GBP 80,000	GBP 87500	121021	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0410_000(maurice_de_vlaminck_la_barque_de_peche).jpg	./resources/28February2018/Lot410.jpg	"['<span id=""main_center_0_lblLotDescription"">Maurice de Vlaminck (1876-1958)', '\nLa barque de pêche', ""\nsigned 'Vlaminck' (lower left)"", '\noil on canvas', '\n25 3/4 x 36 1/4 in. (65.3 x 92 cm.)', '\nPainted <i>circa </i>1925', '\n</span>']"	signed 'Vlaminck' (lower left)	oil on canvas	65.3	92.0	Painted <i>circa </i>1925	"Dr. A. Roudinesco, Paris, by whom acquired from the artist; his sale, Sotheby's, New York, 10 October 1968, lot 49.
Acquired at the above sale; sale, Sotheby's, New York, 26 February 1990, lot 123.
Private collection, Japan."
London	28February2018	411	Auguste Herbin	1882-1960	"La Loue
"	GBP 25,000 - GBP 35,000	GBP 35000	48408	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0411_000(auguste_herbin_la_loue).jpg	./resources/28February2018/Lot411.jpg	"['<span id=""main_center_0_lblLotDescription"">Auguste Herbin (1882-1960)', '\nLa Loue', ""\nsigned 'herbin' (lower right)"", '\noil on canvas', '\n21 1/4 x 28 1/2 in. (54 x 72.8 cm.)', '\nPainted in 1923', '\n</span>']"	signed 'herbin' (lower right)	oil on canvas	54.0	72.8	Painted in 1923	"Galerie de l'Effort Moderne [Léonce Rosenberg], Paris (no. 417).
M. & Mme. Henri Bénézit, Paris.
Anonymous sale, Christie's, London, 3 February 2010, lot 432.
Private collection, Milan, by whom acquired at the above sale."
London	28February2018	412	Maurice Utrillo	1883-1955	"Eglise Sainte-Marie, I'lle de Ré (Charente-inférieure)
"	GBP 50,000 - GBP 80,000	GBP 75000	103732	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0412_000(maurice_utrillo_eglise_sainte-marie_ille_de_re).jpg	./resources/28February2018/Lot412.jpg	"['<span id=""main_center_0_lblLotDescription"">Maurice Utrillo (1883-1955)', ""\nEglise Sainte-Marie, I'lle de Ré (Charente-inférieure)"", ""\nsigned 'Maurice, Utrillo, V,' (lower right) and inscribed '-L'Eglise Sainte-Marie à Î'lle de Ré, (Charente-Inférieure)' (lower left)"", '\noil on canvas', '\n25 5/8 x 19 3/4 in. (65 x 50.2 cm.)', '\nPainted <i>circa </i>1938', '\n</span>']"	signed 'Maurice, Utrillo, V,' (lower right) and inscribed '-L'Eglise Sainte-Marie à Î'lle de Ré, (Charente-Inférieure)' (lower left)	oil on canvas	65.0	50.2	Painted <i>circa </i>1938	"Private collection, by whom acquired in the early 1950s, and thence by descent; sale, Sotheby's, London, 2 December 1992, lot 200.
Acquired at the above sale by the present owner."
London	28February2018	413	Maurice Utrillo	1883-1955	"Rue d'Auteuil
"	GBP 80,000 - GBP 120,000	GBP 100000	138310	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0413_000(maurice_utrillo_rue_dauteuil).jpg	./resources/28February2018/Lot413.jpg	"['<span id=""main_center_0_lblLotDescription"">Maurice Utrillo (1883-1955)', ""\nRue d'Auteuil"", ""\nsigned 'Maurice, Utrillo, V,' (lower right)"", '\noil on board', '\n22 7/8 x 32 in. (58 x 81.5 cm.)', '\nPainted <i>circa </i>1938', '\n</span>']"	signed 'Maurice, Utrillo, V,' (lower right)	oil on board	58.0	81.5	Painted <i>circa </i>1938	"Galerie Pétridès, Paris. 
S.N. Petchers, New York. 
David B. Findlay Galleries, New York."
London	28February2018	415	Pierre Bonnard	1867-1947	"Petite cuisine
"	GBP 80,000 - GBP 100,000	GBP 125000	172887	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0415_000(pierre_bonnard_petite_cuisine).jpg	./resources/28February2018/Lot415.jpg	"['<span id=""main_center_0_lblLotDescription"">Pierre Bonnard (1867-1947)', '\nPetite cuisine', ""\nsigned 'Bonnard' (lower right)"", '\noil on canvas', '\n22 x 15 1/4 in. (56 x 38.8 cm.)', '\nPainted in 1909', '\n</span>']"	signed 'Bonnard' (lower right)	oil on canvas	56.0	38.8	Painted in 1909	"Galerie Bernheim-Jeune, Paris (no. 20349). 
Private collection, France, by whom acquired from the above in January 1933, and thence by descent to the present owner."
London	28February2018	416	Louis Gaidan	1847-1925	"Mas en Provence
"	GBP 20,000 - GBP 30,000	GBP 40000	55324	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0416_000(louis_gaidan_mas_en_provence).jpg	./resources/28February2018/Lot416.jpg	"['<span id=""main_center_0_lblLotDescription"">Louis Gaidan (1847-1925)', '\nMas en Provence', ""\nsigned 'L. Gaidan' (lower right)"", '\noil on canvas', '\n19 3/4 x 27 1/8 in. (50.2 x 69 cm. )', '\n</span>']"	signed 'L. Gaidan' (lower right)	oil on canvas	50.2	69.0		"Anonymous sale, Hôtel Drouot, Paris, 27 June 1997, lot 20.
Anonymous sale, Sotheby's, London, 22 October 1997, lot 213. 
Acquired at the above sale, and thence by descent to the present owner."
London	28February2018	417	Pierre-Auguste Renoir	1841-1919	"Nature morte aux deux pommes
"	GBP 40,000 - GBP 60,000	GBP 62500	86443	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0417_000(pierre-auguste_renoir_nature_morte_aux_deux_pommes).jpg	./resources/28February2018/Lot417.jpg	"['<span id=""main_center_0_lblLotDescription"">Pierre-Auguste Renoir (1841-1919)', '\nNature morte aux deux pommes', ""\nsigned 'Renoir' (lower left)"", '\noil on canvas', '\n5 3/8 x 7 in. (13.7 x 17.8 cm.)', '\nPainted <i>circa</i> 1903-1905', '\n</span>']"	signed 'Renoir' (lower left)	oil on canvas	13.7	17.8	Painted <i>circa</i> 1903-1905	"Ambroise Vollard, Paris. 
Christian de Galéa, Paris. 
Sir Arnold Silverston, London, and thence by descent; sale, Sotheby's, London, 3 July 1973, lot 32.
Anonymous sale, Sotheby's, New York, 30 June 1983, lot 318.
Acquired at the above sale; sale, Sotheby's, London, 25 October 1995, lot 17. 
Acquired at the above sale by the present owner."
London	28February2018	418	Eugène Boudin	1824-1898	"Scéne de plage à Trouville
"	GBP 150,000 - GBP 250,000	GBP 548750	758976	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0418_000(eugene_boudin_scene_de_plage_a_trouville).jpg	./resources/28February2018/Lot418.jpg	"['<span id=""main_center_0_lblLotDescription"">Eugène Boudin (1824-1898)', '\nScéne de plage à Trouville', ""\nsigned 'E. Boudin' (lower left) and inscribed and dated 'Trouville 74.' (lower right)"", '\noil on panel', '\n6 3/4 x 13 7/8 in. (17.1 x 35.2 cm.)', '\nPainted in 1874', '\n</span>']"	signed 'E. Boudin' (lower left) and inscribed and dated 'Trouville 74.' (lower right)	oil on panel	17.1	35.2	Painted in 1874	"Boussod-Valadon, Paris.
E. Le Roy, Paris.
Jules Strauss, Paris; his sale, Hôtel Drouot, Paris, 3 May 1902, lot 2.
Wildenstein & Co., Inc., New York.
Acquavella Galleries, Inc., New York. 
Private collection, San Francisco. 
Richard Green, London. 
Acquired from the above by the present owner."
London	28February2018	419	Armand Guillaumin	1841-1927	"L'Île Besse à Agay
"	GBP 40,000 - GBP 60,000	GBP 100000	138310	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0419_000(armand_guillaumin_lile_besse_a_agay).jpg	./resources/28February2018/Lot419.jpg	"['<span id=""main_center_0_lblLotDescription"">Armand Guillaumin (1841-1927)', ""\nL'Île Besse à Agay"", ""\nsigned 'Guillaumin' (lower left); inscribed 'Agay Mai 1901 Île Besse le Soir' (on the reverse)"", '\noil on canvas', '\n29 x 36 3/8 in. (73.5 x 92.3 cm.)', '\nPainted <i>circa </i>1900', '\n</span>']"	signed 'Guillaumin' (lower left); inscribed 'Agay Mai 1901 Île Besse le Soir' (on the reverse)	oil on canvas	73.5	92.3	Painted <i>circa </i>1900	"Galerie Bernheim-Jeune, Paris (no. 20654). 
L. Clerc, Paris, by 1924.
Mildred & Himan Brown, California; sale, Christie's, New York, 4 November 2010, lot 309.
Acquired at the above sale by the present owner."
London	28February2018	420	Henri Manguin	1874-1949	"Esquisse pour le paysage de rêve à Colombier
"	GBP 80,000 - GBP 120,000	GBP 150000	207465	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0420_000(henri_manguin_esquisse_pour_le_paysage_de_reve_a_colombier).jpg	./resources/28February2018/Lot420.jpg	"['<span id=""main_center_0_lblLotDescription"">Henri Manguin (1874-1949)', '\nEsquisse pour le paysage de rêve à Colombier', ""\nstamped with signature 'Manguin' (lower left)"", '\noil on canvas', '\n25 3/4 x 31 7/8 in. (65.5 x 81 cm.)', '\nPainted in summer 1917', '\n</span>']"	stamped with signature 'Manguin' (lower left)	oil on canvas	65.5	81.0	Painted in summer 1917	"Mme Henri Manguin, Saint-Tropez, 1949.
Private collection, France.
Anonymous sale, Christie's, London, 4 December 1984, lot 446.
Acquired at the above sale by present owner."
London	28February2018	421	Raoul Dufy	1877-1953	"Les pêcheurs
"	GBP 80,000 - GBP 120,000	GBP 162500	224753	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0421_000(raoul_dufy_les_pecheurs).jpg	./resources/28February2018/Lot421.jpg	"['<span id=""main_center_0_lblLotDescription"">Raoul Dufy (1877-1953)', '\nLes pêcheurs', ""\nsigned 'R Dufy' (lower right and lower left)"", '\noil on canvas', '\n18 1/8 x 21 3/4 in. (45.9 x 55.1 cm.)', '\nPainted <i>circa</i> 1905', '\n</span>']"	signed 'R Dufy' (lower right and lower left)	oil on canvas	45.9	55.1	Painted <i>circa</i> 1905	Private collection, France, by 1984, and thence by descent to the present owner.
London	28February2018	422	Pierre Bonnard	1867-1947	"Le Golfe, entre la Napoule et Saint-Raphaël
"	GBP 80,000 - GBP 120,000	GBP 93750	129665	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0422_000(pierre_bonnard_le_golfe_entre_la_napoule_et_saint-raphael).jpg	./resources/28February2018/Lot422.jpg	"['<span id=""main_center_0_lblLotDescription"">Pierre Bonnard (1867-1947)', '\nLe Golfe, entre la Napoule et Saint-Raphaël', ""\nsigned 'Bonnard' (lower left)"", '\noil on canvas', '\n17 1/8 x 22 in. (43.5 x 56 cm.)', '\nPainted in 1912', '\n</span>']"	signed 'Bonnard' (lower left)	oil on canvas	43.5	56.0	Painted in 1912	"Galerie Bernheim-Jeune, Paris, by whom acquired from the artist on 15 May 1912.
Charles Pacquement, Paris, by whom acquired from the above on 29 May 1912; his sale, Galerie Georges Petit, Paris, 12 December 1932, lot 9.
Collection Sée, by whom acquired at the above sale. 
Knoedler & Co., Paris.
André Derain, Paris; his sale, Galerie Charpentier, Paris, 22 March 1955, lot 54.
Anonymous sale, Christie's, London, 3 December 1965, lot 59.
Jacques Daber, Paris.
P. Brunet, Paris. 
Acquired from the above in 1969, and thence by descent to the present owner."
London	28February2018	424	Henri Matisse	1869-1954	"Le vivier (Paysage de Provence)
"	GBP 300,000 - GBP 500,000	GBP 440750	609601	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0424_000(henri_matisse_le_vivier).jpg	./resources/28February2018/Lot424.jpg	"['<span id=""main_center_0_lblLotDescription"">Henri Matisse (1869-1954)', '\nLe vivier (Paysage de Provence)', ""\nsigned 'HENRI-MATISSE' (lower left)"", '\noil on canvas', '\n18 1/4 x 21 3/4 in. (46.4 x 55 cm.)', '\nPainted in 1923', '\n</span>']"	signed 'HENRI-MATISSE' (lower left)	oil on canvas	46.4	55.0	Painted in 1923	Acquired directly from the artist in 1923, and thence by descent to the present owner.
London	28February2018	426	Pierre-Auguste Renoir	1841-1919	"Paysage, chemin à la sortie d'un bois
"	GBP 120,000 - GBP 180,000	GBP 150000	207465	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0426_000(pierre-auguste_renoir_paysage_chemin_a_la_sortie_dun_bois).jpg	./resources/28February2018/Lot426.jpg	"['<span id=""main_center_0_lblLotDescription"">Pierre-Auguste Renoir (1841-1919)', ""\nPaysage, chemin à la sortie d'un bois"", ""\nstamped with signature 'Renoir.' (Lugt 2137b; lower left)"", '\noil on canvas', '\n8 3/4 x 12 3/8 in. (22.2 x 31.3 cm.)', '\nPainted <i>circa</i> 1895-1900', '\n</span>']"	stamped with signature 'Renoir.' (Lugt 2137b; lower left)	oil on canvas	22.2	31.3	Painted <i>circa</i> 1895-1900	"The artist's estate; sale, Hôtel Drouot, Versailles, 7 June 1978, lot 106. 
Private collection, France."
London	28February2018	427	James Ensor	1860-1949	"Chou rouge, fruits et masques
"	GBP 250,000 - GBP 350,000	GBP 332750	460226	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0427_000(james_ensor_chou_rouge_fruits_et_masques).jpg	./resources/28February2018/Lot427.jpg	"['<span id=""main_center_0_lblLotDescription"">James Ensor (1860-1949)', '\nChou rouge, fruits et masques', ""\nsigned 'J. ENSOR.' (lower right)"", '\noil on canvas', '\n19 3/4 x 27 3/4 in. (50.2 x 70.5 cm.)', '\nPainted <i>circa </i>1925', '\n</span>']"	signed 'J. ENSOR.' (lower right)	oil on canvas	50.2	70.5	Painted <i>circa </i>1925	"Sam Salz, Paris & New York.
Galerie Pierre, Paris, by 1929.
Dr. Harry Bakwin, New York, by 1967. 
Dr. Ruth Bakwin, New York, by descent from the above. 
Christian Fayt Art Gallery, Knokke, by 1978. 
Private collection, Knokke.
Acquired from the above by the present owners."
London	28February2018	428	Emile Claus	1849-1924	"Vue sur Murano, lueur du couchant
"	GBP 250,000 - GBP 350,000	GBP 596750	825364	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0428_000(emile_claus_vue_sur_murano_lueur_du_couchant).jpg	./resources/28February2018/Lot428.jpg	"['<span id=""main_center_0_lblLotDescription"">Emile Claus (1849-1924)', '\nVue sur Murano, lueur du couchant', ""\nsigned and inscribed 'Emile Claus Murano Venzia' (lower right); signed with the initials and dated 'novembré J. F. E.C' (on the reverse)"", '\noil on canvas', '\n29 x 36 1/4 in. (73.5 x 92 cm.)', '\nPainted in November 1906', '\n</span>']"	signed and inscribed 'Emile Claus Murano Venzia' (lower right); signed with the initials and dated 'novembré J. F. E.C' (on the reverse)	oil on canvas	73.5	92.0	Painted in November 1906	"Anonymous sale, Galerie Georges Giroux, Brussels, 17 March 1934, lot 26 (illustrated). 
Stephane Halot, Brussels, by whom acquired from the above, and thence by descent to the present owner."
London	28February2018	429	Émile Bernard	1868-1941	"Nature morte aux carafe, verres, fruits, pot d'etain sur une nappe
"	GBP 200,000 - GBP 300,000	GBP 320750	443629	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0429_000(emile_bernard_nature_morte_aux_carafe_verres_fruits_pot_detain_sur_une).jpg	./resources/28February2018/Lot429.jpg	"['<span id=""main_center_0_lblLotDescription"">Émile Bernard (1868-1941)', ""\nNature morte aux carafe, verres, fruits, pot d'etain sur une nappe"", ""\nsigned and dated 'Emile Bernard 1888' (lower left)"", '\noil on canvas', '\n28 3/4 x 35 in. (73 x 88.9 cm.)', '\nPainted in 1888', '\n</span>']"	signed and dated 'Emile Bernard 1888' (lower left)	oil on canvas	73.0	88.9	Painted in 1888	"M.-A. Bernard-Fort, Paris.
Maurcie Sauvant, Paris.
E.J. van Wisselingh & Co., Amsterdam.
John & Frances. L. Loeb, New York, by whom acquired from the above, circa 1965, and thence by descent; their sale, 12 May 1997, lot 120.
Acquired at the above sale by the present owner."
London	28February2018	430	Maurice Denis	1870-1943	"Maternité à la pomme
"	GBP 150,000 - GBP 250,000	GBP 512750	709184	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0430_000(maurice_denis_maternite_a_la_pomme).jpg	./resources/28February2018/Lot430.jpg	"['<span id=""main_center_0_lblLotDescription"">Maurice Denis (1870-1943)', '\nMaternité à la pomme', ""\nsigned with artist's monogram and dated 'MAVD 97' (lower right)"", '\noil on canvas', '\n27 1/4 x 20 in. (69.2 x 51 cm.)', '\nPainted in 1897', '\n</span>']"	signed with artist's monogram and dated 'MAVD 97' (lower right)	oil on canvas	69.2	51.0	Painted in 1897	"Dr. Faber, Copenhagen, by whom acquired from the artist in 1897. 
Mogens Ballin, Denmark. 
Galerie Cassirer, Berlin, acquired from the above in 1904 and the sold the same day to Count Kessler, Weimar; his sale, Hôtel Drouot, Paris, 16 May 1908, lot 14 (illustrated).
Galerie Druet, Paris (no. 4584), acquired at the above sale. 
Henry Aubry, Paris, by whom acquired from the above, until at least 1924, and thence by descent.
Hopkins Gallery, Paris.
Acquired from the above by the present owner in 1988."
London	28February2018	431	Henri Martin	1860-1943	"Vue générale de St Cirq-Lapopie
"	GBP 180,000 - GBP 250,000	GBP 224750	310851	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0431_000(henri_martin_vue_generale_de_st_cirq-lapopie).jpg	./resources/28February2018/Lot431.jpg	"['<span id=""main_center_0_lblLotDescription"">Henri Martin (1860-1943)', '\nVue générale de St Cirq-Lapopie', '\noil on canvas', '\n46 x 43 3/4 in. (116.8 x 111.1 cm.)', '\nPainted <i>circa</i> 1930', '\n</span>']"	oil on canvas	46 x 43 3/4 in. (116.8 x 111.1 cm.)	116.8	111.1	Painted <i>circa</i> 1930	"Ansas de Pradines, Toulouse. 
William Findlay Gallery, Chicago. 
New York University School of Law; sale, Sotheby's, New York, 11 February 1987, lot 63. 
Private collection, Europe, by whom acquired at the above sale; sale, Sotheby's, London, 8 December 1999, lot 152.
Anonymous sale, Sotheby's, New York, 9 May 2001, lot 369. 
Private collection, Florida, by whom acquired at the above sale; sale, Christie's, New York, 5 May 2011, lot 368.
Acquired at the above sale by the present owner."
London	28February2018	432	Alfred Sisley	1839-1899	"Paysage au tas de bois
"	GBP 350,000 - GBP 550,000	GBP 608750	841962	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0432_000(alfred_sisley_paysage_au_tas_de_bois).jpg	./resources/28February2018/Lot432.jpg	"['<span id=""main_center_0_lblLotDescription"">Alfred Sisley (1839-1899)', '\nPaysage au tas de bois', ""\nsigned and dated 'Sisley 77' (lower right)"", '\noil on canvas', '\n15 x 22 1/8 in. (38.1 x 56.2 cm.)', '\nPainted in 1877', '\n</span>']"	signed and dated 'Sisley 77' (lower right)	oil on canvas	38.1	56.2	Painted in 1877	"Ödön Faragó, Budapest; sale, Ernst Museum, Budapest, 1935, lot 227.
Mr & Mrs Ferenc Chorin, Budapest, by whom acquired at the above sale; lost possession 1943-1945.
Edmund W. Mudge, Dallas.
Anonymous sale, Christie's, New York, 15 November 1988, lot 3.
Anonymous sale, Christie's, New York, 5 November 2003, lot 202; sold pursuant to an agreement with the heirs of Mr & Mrs Ferenc Chorin.
Salis & Vertes, Salzburg.
Private collection, Europe, by whom acquired from the above in 2004; sale, Sotheby's, London, 23 June 2010, lot 112.
Richard Green, London.
Acquired from the above by the present owner."
London	28February2018	434	Auguste Rodin	1840-1917	"L'enfant prodigue, petit modèle
"	GBP 40,000 - GBP 60,000	GBP 62500	86443	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0434_000(auguste_rodin_lenfant_prodigue_petit_modele).jpg	./resources/28February2018/Lot434.jpg	"['<span id=""main_center_0_lblLotDescription"">Auguste Rodin (1840-1917)', ""\nL'enfant prodigue, petit modèle"", ""\nsigned 'A. Rodin' (on the right of the base) and inscribed with the foundry mark 'Georges Rudier Fondeur Paris c Musée Rodin 1959' "", ""\n(on the back of the base); with the raised signature 'A. Rodin' (on the inside)"", '\nbronze with dark brown patina', '\nHeight: 21 5/8 in. (55.4 cm.)', '\nConceived in 1889; this bronze version cast by Georges Rudier in 1959 in an edition of nine (nos. 4 to 12)', '\n</span>']"	signed 'A. Rodin' (on the right of the base) and inscribed with the foundry mark 'Georges Rudier Fondeur Paris c Musée Rodin 1959' 	(on the back of the base); with the raised signature 'A. Rodin' (on the inside)	55.4	55.4	Conceived in 1889; this bronze version cast by Georges Rudier in 1959 in an edition of nine (nos. 4 to 12)	Acquired by the late James Fairfax, by 1969.
London	28February2018	435	Eugène Boudin	1824-1898	"Deauville. Scène de plage
"	GBP 280,000 - GBP 380,000	GBP 344750	476823	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0435_000(eugene_boudin_deauville_scene_de_plage).jpg	./resources/28February2018/Lot435.jpg	"['<span id=""main_center_0_lblLotDescription"">Eugène Boudin (1824-1898)', '\nDeauville. Scène de plage', ""\nsigned and inscribed 'E. Boudin Au Docteur Horteloup' (lower left) and indistinctly dated and inscribed '... de Deauville '87' (lower right)"", '\noil on panel', '\n7 1/2 x 12 3/4 in. (19 x 32.3 cm.)', '\nPainted in 1887', '\n</span>']"	signed and inscribed 'E. Boudin Au Docteur Horteloup' (lower left) and indistinctly dated and inscribed '... de Deauville '87' (lower right)	oil on panel	19.0	32.3	Painted in 1887	"Dr. Horteloup, Paris. 
Galerie Pétridès, Paris. 
The Lefevre Gallery, London (no. 96/55). 
Mrs. Herbert Wilcox, by whom acquired from the above.
Private collection, United Kingdom; sale, Christie's, London, 28 June 1982, lot 3.
Richard Green Gallery, London. 
Private collection, France.
Acquired from the above by the present owner."
London	28February2018	436	Henry Moret	1856-1913	"Les dunes d'Argenton, Finistère
"	GBP 45,000 - GBP 65,000	GBP 56250	77799	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0436_000(henry_moret_les_dunes_dargenton_finistere).jpg	./resources/28February2018/Lot436.jpg	"['<span id=""main_center_0_lblLotDescription"">Henry Moret (1856-1913)', ""\nLes dunes d'Argenton, Finistère"", ""\nsigned and dated 'Henry Moret 1910' (lower left)"", '\noil on canvas', '\n18 1/4 x 24 in. (46.5 x 61 cm.)', '\nPainted <i>circa </i>1910-1911', '\n</span>']"	signed and dated 'Henry Moret 1910' (lower left)	oil on canvas	46.5	61.0	Painted <i>circa </i>1910-1911	"Galerie Durand-Ruel, Paris 
Kunsthaus Bühler, Stuttgart, probably acquired in the 1960s.
Private collection, Stuttgart, by whom acquired from the above, and thence by descent to the present owner."
London	28February2018	437	Achille Laugé	1861-1944	"Paysage d'été
"	GBP 50,000 - GBP 70,000	GBP 62500	86443	https://www.christies.com/img/LotImages/2018/CKS/2018_CKS_15472_0437_000(achille_lauge_paysage_dete).jpg	./resources/28February2018/Lot437.jpg	"['<span id=""main_center_0_lblLotDescription"">Achille Laugé (1861-1944)', ""\nPaysage d'été"", ""\nsigned and dated 'A. Lauge 1902' (lower left)"", '\noil on canvas', '\n35 x 23 1/2 in. (89 x 60 cm.)', '\nPainted in 1902', '\n</span>']"	signed and dated 'A. Lauge 1902' (lower left)	oil on canvas	89.0	60.0	Painted in 1902	"The artist's estate.
Anonymous sale, Hôtel Drouot, Neuilly-sur-Seine, 26 June 2006, lot 120.
Private collection, Europe.
Acquired from the above by the present owner."
